text,category_name,label
Incorrect note: reference to hydrotest pressure in note 3 contradicts line schedule -JCM,Notes,11
CLASH BETWEEN GRAVITY DRAIN LINE SLOPE AND UNDERGROUND ELECTRICAL DUCT BANK -MWR,Coordination,5
DISCREPANCY BETWEEN BOM ITEM COUNT AND CALLOUT BUBBLE COUNT ON ASSEMBLY VIEW -JDM,BOM,12
Anchor bolt projection dimension from top of grout missing By: VSM,Dimension,2
Mandatory note missing: 'Contractor shall verify all tie-in dimensions prior to fabrication',Notes,11
Typo error in title block: 'ENGINEERINGG' misspelled with double G -BEK,Cosmetic,3
Incorrect elevation callout: TOC shows EL +108.250' but Section shows EL +108.250' -MWR,Dimension,2
INCORRECT MEMBER SIZE FOR GIRDER G-1: UPGRADE HSS 6X6X3/8 TO W24X104 FOR SPAN LOAD,Technical,0
PIPE HANGER SUPPORT SYMBOL NON-COMPLIANT WITH MSS SP-58 STANDARD -UCC,Standards,4
Anchor bolt material must be hot-dip galvanized ASTM F1554 Grade 55 -JCM,Material,10
Incomplete documentation: missing reference standard specification document number By: VSM,Documentation,6
Drawing title does not match master document register index,Documentation,6
"Tolerance callout +/- 1/16"" missing on overall skid length dimension -MWR",Dimension,2
Seismic anchor load calculation inconsistent with baseplate anchor embedment depth By: BreKol,Calculation,8
Line weight for piping header too thin: distinguish from background grid lines,Drafting,1
Calculation error: thermal expansion stress exceeds allowable code stress on line 12-CW-305-CS,Calculation,8
Clash with civil/structural: HVAC duct penetrates structural moment frame beam -JCM,Coordination,5
"PROVIDE MISSING COORDINATE DIMENSIONS X, Y, Z FOR PIPE SUPPORT SHOE SUP-12",Dimension,2
Update piping notes to include minimum slope requirement on condensate headers -JJD,Notes,11
Revision issue status changed from IFD to IFC but revision table not updated,Revision,7
GASKET MATERIAL SPECIFIED IS INCOMPATIBLE WITH PROCESS FLUID: CHANGE TO PTFE / SPIRAL WOUND -BEK,Material,10
Coordinate with mechanical: equipment nozzle loads exceed allowable piping interface limits -JJD,Coordination,5
Clash with piping: 6 inch CS line conflicts with electrical cable tray at grid B-3,Coordination,5
ELECTRICAL SCHEMATIC SYMBOLS DO NOT FOLLOW IEEE / IEC STANDARD CONVENTION -BEK,Standards,4
CHECK WELD SYMBOL PITCH AND STAGGERED SPACING ON STIFFENER PLATE BY: VSM,Technical,0
Text justification misaligned in equipment table column,Cosmetic,3
Incorrect material specified: line requires Alloy 20 instead of carbon steel for corrosive service,Material,10
Sheet number indicates sheet 2 of 4 but total drawing set has 5 sheets By: VSM,Documentation,6
ASME CODE STAMP REQUIREMENT SYMBOL MISSING FROM PRESSURE VESSEL NAMEPLATE CALLOUT,Standards,4
Revision history block missing date and initial for Revision C By: BreKol,Revision,7
Seismic anchor load calculation inconsistent with baseplate anchor embedment depth By: VSM,Calculation,8
DOCUMENTATION HOLD: PENDING VENDOR CERTIFIED DRAWING ATTACHMENT,Documentation,6
INCORRECT MANUFACTURER NAME LISTED IN BILL OF MATERIALS FOR MOTOR STARTER UNIT,BOM,12
Pipe insulation material specification missing on high temperature steam line,Material,10
NOTE 5 WORDING UNCLEAR: REVISE TO STATE CLEARLY 'ALL DIMENSIONS ARE IN MILLIMETERS UNLESS NOTED' -BEK,Notes,11
Check weld symbol pitch and staggered spacing on stiffener plate,Technical,0
Line weight for piping header too thin: distinguish from background grid lines -JCM,Drafting,1
Incorrect flange rating listed in bill of materials table for item 12 -BEK,BOM,12
HYDRAULIC GRADIENT CALCULATION DISCREPANCY ON GRAVITY SEWER LINE SLOPE BY: VSM,Calculation,8
Relief valve sizing calculation sheet indicates orifice area 0.50 sq in but drawing shows 0.38,Calculation,8
DRAFTING ERROR: DIMENSION LINE CUTS THROUGH EQUIPMENT OUTLINE -MWR,Drafting,1
Note 5 wording unclear: revise to state clearly 'All dimensions are in millimeters unless noted' -JCM,Notes,11
CHECK EQUIPMENT NOZZLE LOAD CONNECTION DETAILS ON T-502 INLET FLANGE,Technical,0
Text callout rotated at odd angle: align horizontally for readability,Cosmetic,3
"INCORRECT DIMENSION: OVERALL LENGTH SHOWS 500 MM BUT SUM OF SEGMENT CALLOUTS IS 12'-6"" BY: BREKOL",Dimension,2
Coordinate with civil lead: concrete pad size insufficient for new pump skid footprint,Coordination,5
DESIGN CALCULATION INCONSISTENCY: VESSEL WALL THICKNESS CALCULATION REQUIRES 12MM NOT 10MM -JDM,Calculation,8
MATERIAL GRADE MISMATCH: STRUCTURAL PLATES SHOW ASTM A36 INSTEAD OF HIGH-STRENGTH A992 BY: BREKOL,Material,10
SHEET NUMBER INDICATES SHEET 2 OF 4 BUT TOTAL DRAWING SET HAS 5 SHEETS,Documentation,6
Center-to-center dimension between nozzles N1 and N2 is missing -BEK,Dimension,2
Check equipment nozzle load connection details on P-204A/B inlet flange,Technical,0
Documentation hold: pending vendor certified drawing attachment -MWR,Documentation,6
Design inconsistency: pressure drop calculation does not match line sizing on P&ID,Calculation,8
BOM part number typo: replace vendor code XYZ-100 with XYZ-200,BOM,12
"FABRICATION ISSUE: MINIMUM BEND RADIUS ON 1/2"" STRUCTURAL PLATE WILL CAUSE CRACKING",Feasibility,9
Revision status in title block says Rev 1 but revision table lists Rev 2 -RJY,Revision,7
ANCHOR BOLT PROJECTION DIMENSION FROM TOP OF GROUT MISSING,Dimension,2
SPELLING MISTAKE IN COATING SPEC NOTE: 'GALVANISE' SHOULD BE 'GALVANIZED' -JCM,Cosmetic,3
Center-to-center dimension between nozzles N1 and N2 is missing,Dimension,2
CABLE VOLTAGE DROP CALCULATION EXCEEDS 3% ALLOWABLE LIMIT FOR 480V FEEDER -UCC,Calculation,8
INCORRECT DISTANCE BETWEEN ANCHOR BOLT CENTERS ON FOUNDATION TEMPLATE BY: VSM,Dimension,2
"TOLERANCE CALLOUT +/- 1/16"" MISSING ON OVERALL SKID LENGTH DIMENSION -JJD",Dimension,2
Wrong projection views: Section E-E projection is inverted from plan -JDM,Drafting,1
Title block scale box shows 'NTS' but drawing is plotted to scale 1:50,Documentation,6
Typo error in title block: 'ENGINEERINGG' misspelled with double G -UCC,Cosmetic,3
Drawing title does not match master document register index -UCC,Documentation,6
Update bill of materials BOM to reflect latest revision of piping component schedule,BOM,12
Wrong valve body material: specify 316L stainless steel for acid injection line -JJD,Material,10
Standard electrical grounding symbol missing at transformer neutral connection -JJD,Standards,4
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-204,Coordination,5
COORDINATE WITH MECHANICAL: EQUIPMENT NOZZLE LOADS EXCEED ALLOWABLE PIPING INTERFACE LIMITS,Coordination,5
OVERLAPPING TEXT AND LEADER LINES OBSCURING NOZZLE CALLOUT ON P-204A/B -JDM,Drafting,1
DELTA REVISION SYMBOL MISSING ON UPDATED ELEVATION CALLOUT BY: BREKOL,Revision,7
BOM description missing valve actuator model and air supply pressure rating -RJY,BOM,12
VALVE HANDWHEEL LOCATION UNREACHABLE FROM OPERATING PLATFORM: ADD CHAIN WHEEL OPERATOR -BEK,Feasibility,9
Revise note 1 to reference the latest geotechnical site investigation report -JDM,Notes,11
Machining symbol missing on flange mating face surface finish requirement,Technical,0
Erection feasibility issue: column splice location inaccessible for mobile crane hook -BEK,Feasibility,9
ELECTRICAL SCHEMATIC SYMBOLS DO NOT FOLLOW IEEE / IEC STANDARD CONVENTION BY: VSM,Standards,4
Clash between gravity drain line slope and underground electrical duct bank By: BreKol,Coordination,5
INCORRECT PIPE SCHEDULE 20 SPECIFIED FOR DESIGN PRESSURE 50 PSI,Technical,0
Document distribution stamp incomplete: missing transmittal number -RJY,Documentation,6
Dimension callout from survey monument datum is missing on plot plan,Dimension,2
Missing radial clearance dimension around valve handwheel,Dimension,2
VERIFY STRUCTURAL CONNECTION CAPACITY: SHEAR TAB BOLT COUNT INSUFFICIENT,Technical,0
FABRICATION FEASIBILITY: WELD JOINT BETWEEN THICK PLATES CANNOT BE REACHED WITH WELDING GUN,Feasibility,9
BOM TABLE COLUMN FOR MATERIAL GRADE IS BLANK FOR ITEMS 3 THROUGH 8 BY: VSM,BOM,12
Incorrect member size for cross brace B-04: upgrade HSS 6x6x3/8 to W24x104 for span load,Technical,0
"TOLERANCE CALLOUT +/- 1/16"" MISSING ON OVERALL SKID LENGTH DIMENSION",Dimension,2
Update piping notes to include minimum slope requirement on condensate headers -RJY,Notes,11
INCORRECT TOLERANCE SPECIFIED ON HOLE PATTERN FOR TK-401 BASEPLATE,Technical,0
CHECK PIPE SPOOL CUT LENGTH DIMENSION: ACCOUNT FOR GASKET THICKNESS,Dimension,2
Design inconsistency: pressure drop calculation does not match line sizing on P&ID,Calculation,8
FLANGE MATERIAL MUST MATCH PIPE MATERIAL SPECIFICATION ASTM A105 FOR CS LINES,Material,10
LEADER LINE CROSSING DIMENSION STRING: REROUTE LEADER TO DETAIL BUBBLE -JJD,Drafting,1
DESIGN CALCULATION INCONSISTENCY: HEAT LOSS CALCULATION REQUIRES 50MM INSULATION NOT 25MM,Calculation,8
Bearing pressure calculation under footing exceeds allowable soil bearing capacity,Calculation,8
Check equipment nozzle load connection details on C-100 inlet flange -RJY,Technical,0
Typo in general note: 'valvue' should read 'valve',Cosmetic,3
Drafting error: dimension line cuts through equipment outline -UCC,Drafting,1
CHECK WELD SYMBOL PITCH AND STAGGERED SPACING ON STIFFENER PLATE -JJD,Technical,0
Text alignment in general notes section is jagged: align left margins -JCM,Cosmetic,3
MACHINING SYMBOL MISSING ON FLANGE MATING FACE SURFACE FINISH REQUIREMENT,Technical,0
ECN no missing on revised gusset plate detail,Technical,0
Clash between gravity drain line slope and underground electrical duct bank By: BreKol,Coordination,5
Wrong weld symbol: field weld flag indicated instead of shop weld -JCM,Technical,0
ECN number missing on engineering change detail for reboiler saddle,Technical,0
Fastener material callout incorrect: specify ASTM A193 Gr. B7 studs with 2H heavy hex nuts,Material,10
ECN number missing on engineering change detail for pipe rack anchor frame -MWR,Technical,0
Rigging and lifting lug placement causes center of gravity tilt during erection,Feasibility,9
Missing vertical clearance dimension below overhead monorail beam -JJD,Dimension,2
UPDATE GENERAL NOTE 12 REGARDING TORQUE REQUIREMENTS FOR STRUCTURAL HIGH-STRENGTH BOLTS -MWR,Notes,11
Transformer sizing calculation does not account for continuous motor starting kVA,Calculation,8
Wrong weld callout: replace fillet weld with complete joint penetration weld on moment connection By: VSM,Technical,0
Tubing material callout incorrect: specify seamless 316SS instrument tubing -JCM,Material,10
Material take-off MTO line item missing for pipe reducer on line 12-CW-305-CS -JJD,BOM,12
Update bill of materials BOM to reflect latest revision of piping component schedule,BOM,12
VERIFY MISSING SETBACK DIMENSION FROM PROPERTY BOUNDARY LINE -UCC,Dimension,2
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping,Feasibility,9
Anchor bolt material must be hot-dip galvanized ASTM F1554 Grade 55 -MWR,Material,10
INTERFERENCE BETWEEN FLARE HEADER EXPANSION LOOP AND EXISTING PIPE RACK COLUMN,Coordination,5
Add general note specifying concrete minimum 28-day compressive strength 4000 PSI,Notes,11
TYPO IN NOTE 7: 'FEEDEER' CORRECTED TO 'FEEDER' -JCM,Cosmetic,3
Spare parts list in bill of materials does not include replacement gasket sets By: BreKol,BOM,12
ECN NUMBER MISSING ON ENGINEERING CHANGE DETAIL FOR REBOILER SADDLE -JCM,Technical,0
Check equipment nozzle load connection details on TK-401 inlet flange -JCM,Technical,0
Wind load overturning moment calculation inconsistent with anchor bolt sizing,Calculation,8
Transformer sizing calculation does not account for continuous motor starting kVA,Calculation,8
DIMENSION EXTENSION LINE DETACHED FROM REFERENCE FEATURE ON PLAN VIEW,Dimension,2
MTO discrepancy: structural framing schedule omitted W10x49 beam material take-off,BOM,12
Isometric drawing view orientation misaligned with plan coordinates By: VSM,Drafting,1
Gasket material specified is incompatible with process fluid: change to PTFE / Spiral Wound -UCC,Material,10
WRONG GASKET MATERIAL: GRAPHITE FILLED SPIRAL WOUND REQUIRED FOR STEAM SERVICE -RJY,Material,10
Overall height dimension missing from skid base frame to top of vessel nozzle,Dimension,2
"PROVIDE MISSING COORDINATE DIMENSIONS X, Y, Z FOR PIPE SUPPORT SHOE SH-08 -JCM",Dimension,2
FABRICATION FEASIBILITY: WELD JOINT BETWEEN THICK PLATES CANNOT BE REACHED WITH WELDING GUN BY: BREKOL,Feasibility,9
SPELLING MISTAKE IN COATING SPEC NOTE: 'GALVANISE' SHOULD BE 'GALVANIZED' -JJD,Cosmetic,3
MAINTENANCE ACCESSIBILITY: INSUFFICIENT CLEARANCE TO PULL HEAT EXCHANGER TUBE BUNDLE -BEK,Feasibility,9
Valve handwheel location unreachable from operating platform: add chain wheel operator,Feasibility,9
FONT STYLE INCONSISTENT: USE STANDARD ROMANS FONT THROUGHOUT SHEET -MWR,Cosmetic,3
Font style inconsistent: use standard Romans font throughout sheet -RJY,Cosmetic,3
Documentation hold: pending vendor certified drawing attachment -BEK,Documentation,6
REVISION CLOUD MISSING AROUND MODIFIED NOZZLE CONNECTION AT GRID C-5,Revision,7
ADD MANDATORY SAFETY NOTE: 'DO NOT ENERGIZE EQUIPMENT PRIOR TO INTERLOCK VALIDATION',Notes,11
Emergency exit signage symbol not per ISO 7010 safety sign standard,Standards,4
MISSING REVISION TRIANGLE TAG NEXT TO REVISED BEAM SIZE ON FRAMING PLAN -RJY,Revision,7
Revision history block missing date and initial for Revision C -UCC,Revision,7
Incorrect note: reference to hydrotest pressure in note 3 contradicts line schedule,Notes,11
BOM item table missing unit weight and total weight column entries,BOM,12
MISSING MATCH LINE CALLOUT ON SHEET 2 FOR CONTINUATION ON SHEET 1 -MWR,Drafting,1
REVISION ISSUE STATUS CHANGED FROM IFD TO IFC BUT REVISION TABLE NOT UPDATED -UCC,Revision,7
HAZARDOUS AREA CLASSIFICATION BOUNDARY SYMBOL MISSING PER NFPA 497 STANDARD,Standards,4
NOTE 5 WORDING UNCLEAR: REVISE TO STATE CLEARLY 'ALL DIMENSIONS ARE IN MILLIMETERS UNLESS NOTED',Notes,11
Incorrect dimension: overall length shows 500 mm but sum of segment callouts is 150 mm,Dimension,2
Text callout rotated at odd angle: align horizontally for readability,Cosmetic,3
Note callout on sheet 1 contradicts note 6 on companion drawing E-54725-29-C0-26403 By: BreKol,Notes,11
Drawing release status still marked 'DRAFT': update to 'APPROVED FOR CONSTRUCTION' -JDM,Documentation,6
BOM ITEM TABLE ROW 9 MISSING ASTM MATERIAL SPECIFICATION NUMBER BY: VSM,BOM,12
Anchor bolt projection dimension from top of grout missing,Dimension,2
Transport limit: modular unit height 1200 mm exceeds railway overpass clearance,Feasibility,9
CODAL ISSUE: STAIR HANDRAIL HEIGHT 500 MM DOES NOT MEET OSHA/IBC STANDARD MINIMUM 42 INCHES -UCC,Standards,4
Incomplete documentation: missing reference standard specification document number -MWR,Documentation,6
Standard electrical grounding symbol missing at transformer neutral connection,Standards,4
Incorrect symbol used for check valve: per ISA-5.1 standard replace with standard symbol -JJD,Standards,4
SPELLING ERROR: 'PRESSUR' MISSING 'E' IN PIPE LINE DESCRIPTION,Cosmetic,3
ECN NO MISSING ON REVISED GUSSET PLATE DETAIL,Technical,0
Pipe schedule standard callout non-compliant with ASME B36.10M By: BreKol,Standards,4
DISCREPANCY BETWEEN BOM ITEM COUNT AND CALLOUT BUBBLE COUNT ON ASSEMBLY VIEW,BOM,12
PROJECT WORK ORDER NUMBER MISSING IN DOCUMENT CONTROL BLOCK,Documentation,6
Seismic anchor load calculation inconsistent with baseplate anchor embedment depth -RJY,Calculation,8
INCORRECT GENERAL NOTE 4: FIELD VERIFICATION OF EXISTING FOUNDATION ELEVATION IS MANDATORY,Notes,11
PART NUMBER MISMATCH BETWEEN ASSEMBLY DRAWING AND SUB-ASSEMBLY DETAIL,Technical,0
DRAWING STATUS STAMP MISSING: STAMP 'ISSUED FOR CONSTRUCTION' BEFORE RELEASE -UCC,Documentation,6
VERIFY MISSING SETBACK DIMENSION FROM PROPERTY BOUNDARY LINE -JJD,Dimension,2
Project work order number missing in document control block -RJY,Documentation,6
Missing sheet reference callout: 'See companion sheet S-70086-01-101 for continuation' -UCC,Documentation,6
NOTE DISCREPANCY: NOTE STATES GALVANIZE ALL STEEL BUT DETAIL INDICATES PAINTED FINISH,Notes,11
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping,Feasibility,9
Incorrect symbol used for check valve: per ISA-5.1 standard replace with standard symbol,Standards,4
CHECK WELD SYMBOL PITCH AND STAGGERED SPACING ON STIFFENER PLATE,Technical,0
Foundation pile load capacity inconsistent with geotechnical soil report calculation,Calculation,8
OVERLAPPING TEXT AND LEADER LINES OBSCURING NOZZLE CALLOUT ON P-204A/B,Drafting,1
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-204,Coordination,5
Text overlapping with drawing border at lower right corner,Cosmetic,3
Font size too small on valve tag callouts: increase to standard 2.5mm By: BreKol,Cosmetic,3
Typo error in title: 'structral' should be 'structural',Cosmetic,3
DISCREPANCY IN PIPE DIAMETER CALLOUT: 6 INCH INDICATED ON PLAN BUT 8 INCH ON ELEVATION -RJY,Dimension,2
